p_personkey,p_firstname,p_lastname,p_phonenum,p_email,p_address,p_gender,p_dob
806,Trevor,Smith,608-368-4093,smith.trevor@cub.edu,"106 Kelly Spring Apt. 159, Port Deborah, MA 64370",Female,2007-07-01
807,Stacey,Arnold,001-814-750-3642,arnold.stacey@cub.edu,"038 Hunter Route, East Christopher, LA 73482",Male,2009-11-10
808,Tara,Kim,(637)503-8317,kim.tara@cub.edu,"4144 Cunningham Inlet Suite 522, Bullocktown, KY 17948",Male,2010-10-21
809,Jamie,Stephenson,001-894-206-8816,stephenson.jamie@cub.edu,"48838 Sydney Alley, Bellport, NM 65669",Female,2008-05-06
810,Kim,Lewis,676-889-8586,lewis.kim@cub.edu,"PSC 2821, Box 3703, APO AA 08510",Other,2008-05-10
811,Justin,Jones,+1-869-755-1871,jones.justin@cub.edu,"1024 Christopher Parkway Suite 248, Lake Mary, HI 80292",Female,2008-05-23
812,Steven,Thomas,310.433.8758,thomas.steven@cub.edu,"9176 Smith Flat Apt. 257, Marytown, ME 82515",Male,2007-11-20
813,Michael,Huang,(812)511-9965,huang.michael@cub.edu,"3730 Charles Inlet, Anthonyfurt, VT 54941",Other,2006-08-04
814,Brian,Harris,+1-349-441-5958,harris.brian@cub.edu,"669 Ellison Burgs, Castroside, GA 64357",Female,2009-01-13
815,Brittany,Austin,444-918-5161,austin.brittany@cub.edu,"PSC 7631, Box 8651, APO AP 48628",Female,2010-08-30
816,Shannon,Owens,864.454.1705,owens.shannon@cub.edu,"25372 Gonzalez Meadows Suite 023, Robinport, OR 03245",Female,2009-02-01
817,Renee,Wilson,001-202-817-8683,wilson.renee@cub.edu,"7346 Ruiz Hills Suite 250, Nicolemouth, KS 30488",Other,2008-11-10
818,Michael,English,585-745-5290,english.michael@cub.edu,"86914 Ryan Key, South Meagan, KS 95587",Female,2006-05-16
819,Sharon,Pierce,(461)678-8838,pierce.sharon@cub.edu,"642 Jonathan Island Suite 370, Cherylport, PW 82475",Other,2010-03-03
820,Lisa,Evans,464.368.0597,evans.lisa@cub.edu,"567 Angela Lock Suite 626, Port Jonathan, VI 53587",Female,2008-04-17
821,Andrew,Johnson,3312544687,johnson.andrew@cub.edu,"1606 Sutton Loop Suite 092, South John, NV 42768",Female,2009-10-29
822,Jennifer,Reynolds,001-609-841-8034,reynolds.jennifer@cub.edu,"352 Michelle Ridge, Williamschester, WY 67745",Other,2007-02-27
823,Christina,Archer,+1-872-501-2419,archer.christina@cub.edu,"720 Thomas Fields, Millerborough, PW 53626",Female,2006-10-20
824,Eric,Cisneros,+1-289-332-8250,cisneros.eric@cub.edu,"5458 Smith Bridge Suite 390, South John, PW 34629",Male,2010-05-03
825,Stephen,Snyder,860.325.6748,snyder.stephen@cub.edu,"91476 Tucker Center, New Brian, MD 67090",Female,2009-12-07
826,Tamara,Lewis,+1-931-329-9426,lewis.tamara@cub.edu,"2607 Ramirez Manor, Malonefort, FM 59986",Other,2010-02-15
827,Travis,Brown,(360)510-9196,brown.travis@cub.edu,"4676 Kimberly Plaza Suite 692, Whitechester, MI 83085",Male,2009-02-17
828,James,Alvarado,+1-933-321-0962,alvarado.james@cub.edu,"285 Paul Isle Apt. 514, East Samantha, GU 79373",Male,2008-11-18
829,Patrick,Sims,492-487-1944,sims.patrick@cub.edu,"026 Moore Camp, East Jamie, IN 13339",Female,2010-09-01
830,Vickie,Bond,+1-890-940-5518,bond.vickie@cub.edu,"PSC 9760, Box 8478, APO AP 78122",Other,2007-06-28
831,Brenda,Robinson,997-880-0703,robinson.brenda@cub.edu,"7150 Blake Neck, New William, NM 69782",Other,2008-09-28
832,Jeremy,Cox,+1-760-736-3962,cox.jeremy@cub.edu,"170 Stephen Knoll, Port Carlstad, TN 05383",Male,2008-04-09
833,Jennifer,Peterson,001-913-428-3588,peterson.jennifer@cub.edu,"Unit 8815 Box 5632, DPO AE 77585",Other,2010-08-30
834,Matthew,Curtis,8385370534,curtis.matthew@cub.edu,"168 Anderson Ridge, Tinachester, PW 97273",Other,2010-10-23
835,Amber,Harris,601-782-8640,harris.amber@cub.edu,"3484 Christopher Drive, Odomstad, MN 01243",Other,2007-05-07
836,Austin,Mckay,001-725-225-5558,mckay.austin@cub.edu,"6589 Charles Cove Apt. 084, North Christina, IL 17414",Other,2010-06-20
837,Shawn,Dalton,3469003153,dalton.shawn@cub.edu,"058 Delgado Ports Apt. 607, Loweview, MS 62846",Other,2005-12-23
838,Keith,Dunlap,+1-287-511-1756,dunlap.keith@cub.edu,"Unit 5717 Box 0232, DPO AE 83049",Other,2007-05-19
839,Stephanie,Shepherd,210.662.6921,shepherd.stephanie@cub.edu,"PSC 8160, Box 0896, APO AA 82952",Female,2008-05-27
840,Amanda,Schmidt,(933)584-1824,schmidt.amanda@cub.edu,"94684 Erin Prairie, Smithburgh, FM 30181",Male,2008-04-01
841,Anna,Morris,579-633-1661,morris.anna@cub.edu,"31503 Yolanda Inlet, Rushtown, FM 62311",Male,2010-07-30
842,Meghan,Mullen,887.282.3918,mullen.meghan@cub.edu,"050 Peterson Track Apt. 010, West Phillipville, WA 29404",Male,2006-01-18
843,Darrell,Burke,+1-840-865-1795,burke.darrell@cub.edu,"3869 Brown Estates Suite 614, Jennifershire, KS 59130",Other,2010-04-10
844,Jennifer,Cunningham,+1-684-642-4011,cunningham.jennifer@cub.edu,"1309 Wanda Ford, Aliciaview, AR 32953",Female,2006-11-12
845,Sharon,Martinez,+1-750-401-0148,martinez.sharon@cub.edu,"775 Woodard Curve Apt. 274, Frederickfort, WY 68580",Male,2009-08-12
846,Collin,Walters,423-570-7334,walters.collin@cub.edu,"1770 Brandon Ranch, Port Kyle, MI 65281",Other,2006-01-04
847,Andrea,Sanchez,+1-849-700-5501,sanchez.andrea@cub.edu,"110 Holt Pine Suite 037, Brentmouth, IN 36313",Other,2006-10-15
848,Logan,Cole,245-222-6204,cole.logan@cub.edu,"512 Chen Lane, West Brittany, TN 33024",Other,2006-05-30
849,Maria,Grimes,787-316-9302,grimes.maria@cub.edu,"PSC 7259, Box 3532, APO AA 26428",Other,2006-11-17
850,Jason,Morris,811-715-4105,morris.jason@cub.edu,"35493 Gutierrez Harbors, Rowlandside, NC 96203",Other,2010-07-29
851,Kristi,King,849.855.4770,king.kristi@cub.edu,"PSC 3836, Box 6844, APO AP 89086",Male,1994-05-24
852,Michael,Duran,607.314.3172,duran.michael@cub.edu,"8933 Sanders Ridge, Pattontown, MI 67651",Male,1992-10-14
853,Joseph,Rodgers,577.403.1311,rodgers.joseph@cub.edu,"9374 Nancy Plain, Robertsfurt, NC 34476",Other,1996-09-02
854,Cody,Summers,847-544-5188,summers.cody@cub.edu,"803 Lawson Cliff, Hallborough, LA 77965",Female,1964-11-09
855,Tara,Walls,419-300-2820,walls.tara@cub.edu,"60574 James Stravenue Suite 214, Whiteburgh, GA 30340",Male,1973-11-30
856,Terry,Patel,496-356-8146,patel.terry@cub.edu,"0395 Logan Ville Apt. 687, Lake Scottton, AL 16830",Other,1981-09-23
857,Amanda,Reynolds,8586059630,reynolds.amanda@cub.edu,"40700 Warner Viaduct Apt. 834, Lake Austin, IN 28084",Male,1968-07-25
858,Christopher,Stevens,001-881-525-3311,stevens.christopher@cub.edu,"USS Nguyen, FPO AP 81238",Female,1972-10-26
859,Nancy,Brooks,547.486.0422,brooks.nancy@cub.edu,"854 John Centers, West Emily, RI 32788",Male,1998-09-08
860,Nathaniel,Pearson,6456292651,pearson.nathaniel@cub.edu,"96817 Christian Club Suite 102, South Megan, CT 46136",Male,1971-03-08
861,Russell,Kelly,390-653-0095,kelly.russell@cub.edu,"2034 Glass Radial, North Leah, KS 38953",Female,1974-06-26
862,Robert,Salazar,+1-594-451-3396,salazar.robert@cub.edu,"22145 Megan Terrace, Riverafurt, VI 65945",Other,1988-02-13
863,Michael,Walker,001-807-438-4634,walker.michael@cub.edu,"PSC 9506, Box 9657, APO AE 01488",Female,1990-05-09
864,Barbara,Brennan,377-291-7356,brennan.barbara@cub.edu,"PSC 5438, Box 9533, APO AA 92682",Other,1975-06-10
865,Juan,Bell,555-340-4301,bell.juan@cub.edu,"67995 Kelly Light Suite 190, Graytown, MD 91061",Other,1989-01-16
866,Holly,Koch,5075117707,koch.holly@cub.edu,"9587 Russell Isle, West Mark, ID 28908",Male,1985-07-29
867,Sherri,Walker,001-775-578-0153,walker.sherri@cub.edu,"071 Chandler Ford, New Claire, CO 98328",Female,1971-05-08
868,Kimberly,Payne,(452)484-5098,payne.kimberly@cub.edu,"1907 Malone Station, Jonathanville, HI 78153",Other,1968-03-02
869,Barbara,Murphy,+1-683-622-3696,murphy.barbara@cub.edu,"42966 Amy Drive, Robertville, NJ 63720",Female,1989-06-11
870,Laura,Rodriguez,364-701-9667,rodriguez.laura@cub.edu,"43212 Sandra Haven Suite 039, Garciamouth, MH 85721",Other,1987-12-10
871,Kimberly,Miller,(563)675-7701,miller.kimberly@cub.edu,"1477 Martin Road, Lake Theresa, PR 17569",Male,1973-04-27
872,Kevin,Ponce,+1-941-792-2739,ponce.kevin@cub.edu,"1281 Jessica Underpass, Deniseburgh, GU 01964",Female,1985-05-21
873,Desiree,Guerra,531-501-8589,guerra.desiree@cub.edu,"92771 Patricia Vista Apt. 428, North Thomasburgh, NM 88939",Male,1980-07-19
874,Tony,Fletcher,325-207-7482,fletcher.tony@cub.edu,"PSC 8016, Box 9427, APO AP 57975",Female,1993-02-14
875,Hannah,Richard,451-850-7861,richard.hannah@cub.edu,"52425 William Centers Suite 133, Laurafurt, GU 66562",Male,1991-07-02
876,Jill,Ayala,(916)421-7593,ayala.jill@cub.edu,"45424 Andres Cove Apt. 440, Luishaven, GU 56681",Female,1985-11-08
877,Samantha,Arnold,(702)546-6012,arnold.samantha@cub.edu,"37112 Gonzales Terrace Suite 759, Lake Cynthia, RI 78314",Other,1984-06-22
878,Lisa,Fisher,(416)231-9449,fisher.lisa@cub.edu,"8716 Joseph Cliff, Lake Derekland, VI 26138",Male,1989-11-03
879,Benjamin,Wise,001-310-275-9790,wise.benjamin@cub.edu,"PSC 7022, Box 4437, APO AP 40875",Male,1967-05-31
880,Samuel,Barker,325.405.9755,barker.samuel@cub.edu,"359 Mccoy Rue Apt. 535, Currytown, DE 27253",Male,1987-04-30
881,Colin,Henderson,(747)337-6018,henderson.colin@cub.edu,"21642 Cline Viaduct, Lake Heidi, IN 72353",Female,1989-10-16
882,Annette,Ortiz,248.818.5966,ortiz.annette@cub.edu,"889 Mark Drive Apt. 981, South Paula, SD 35051",Other,1964-01-06
883,Nathan,Young,801-213-0067,young.nathan@cub.edu,"PSC 3245, Box 5657, APO AP 54291",Other,1988-11-07
884,Kristi,Jimenez,683.798.7387,jimenez.kristi@cub.edu,"45013 Krause Hollow, North Theresa, IL 33280",Female,1999-09-23
885,Sarah,Rodriguez,001-709-736-8644,rodriguez.sarah@cub.edu,"734 Nelson Key, Kristafurt, NE 99136",Female,1979-04-20
886,Ann,Kramer,352-860-6910,kramer.ann@cub.edu,"7267 Melissa Inlet, Lake Courtney, MA 51950",Female,1975-08-20
887,James,Jones,229-558-9536,jones.james@cub.edu,"3786 Robert Fall, Darrenmouth, LA 72088",Female,1998-05-15
888,Jonathan,Fernandez,(328)836-1484,fernandez.jonathan@cub.edu,"USNV Sellers, FPO AA 24132",Other,1988-09-10
889,Jackie,Patterson,+1-819-539-5604,patterson.jackie@cub.edu,"2287 Griffin Shoals Suite 146, Fergusonport, AL 10488",Male,1989-11-04
890,Christopher,Wright,406-554-5152,wright.christopher@cub.edu,"PSC 1737, Box 4160, APO AA 14408",Other,1966-11-09
891,Michael,Williamson,649.284.6290,williamson.michael@cub.edu,"2152 Steven Loaf Suite 972, East James, WI 53116",Other,1985-06-15
892,Courtney,Boone,(951)706-1749,boone.courtney@cub.edu,"2023 Susan Haven Apt. 558, Rodriguezmouth, NV 51651",Female,1998-03-29
893,Carolyn,Lewis,(658)879-1342,lewis.carolyn@cub.edu,"745 Kyle Pike, Russellville, ME 27812",Male,1987-12-23
894,Lisa,Garrett,758-779-1720,garrett.lisa@cub.edu,"50357 Zuniga Ways, West Lindseyton, NH 86099",Other,1979-02-20
895,Danielle,White,508-392-0584,white.danielle@cub.edu,"1903 Jerry Points, South Lauraport, ME 28854",Other,1996-02-17
896,Michael,Cooper,820-930-1993,cooper.michael@cub.edu,"94462 Phillips Union, Jasminstad, VA 76354",Female,1971-04-13
897,Todd,Harvey,834-663-4928,harvey.todd@cub.edu,"01724 Jason Fort, Robinsonhaven, CT 30540",Male,1986-04-24
898,Ricardo,Sanders,(547)524-0775,sanders.ricardo@cub.edu,"PSC 3714, Box 1310, APO AP 99238",Male,1989-09-21
899,Jeffrey,Williams,805-814-8339,williams.jeffrey@cub.edu,"46688 Randy Isle Apt. 959, Jeremyside, KY 40248",Other,1984-03-03
900,Tanya,Paul,+1-902-581-7205,paul.tanya@cub.edu,"7460 Carrie Flat, Josephhaven, TX 84499",Other,1980-06-04
901,Stacy,Payne,359-514-3452,payne.stacy@cub.edu,"0307 Eric Tunnel, Millerstad, TX 78942",Male,1983-04-19
902,Sandra,Larsen,641-685-3982,larsen.sandra@cub.edu,"4078 Amy Tunnel Suite 250, Terryfurt, IN 43473",Female,1995-09-07
903,Eric,Smith,7483426810,smith.eric@cub.edu,"4115 Michael Burgs, Paulfurt, ME 74943",Male,1994-04-02
904,Alvin,Warner,(267)553-1761,warner.alvin@cub.edu,"971 Frey Forges Suite 664, Alvaradoview, SC 49638",Female,1996-09-23
905,Christopher,Johnson,255-903-9428,johnson.christopher@cub.edu,"202 Dennis Mountains Apt. 431, East Theresahaven, MO 10308",Female,1977-02-19
906,Natalie,Sanchez,975-425-6719,sanchez.natalie@cub.edu,"4908 Kari Lights Apt. 651, Bartonchester, OK 42186",Other,1981-07-03
907,Stephen,Vargas,(860)483-3363,vargas.stephen@cub.edu,"0144 Crystal Ports, East Michael, MP 55489",Male,1982-04-07
908,Christian,Cummings,639-508-3520,cummings.christian@cub.edu,"958 Norman Burg, East Jerry, HI 85784",Male,1978-12-08
909,Brittany,Bradford,708-934-1426,bradford.brittany@cub.edu,"819 Green Port Apt. 802, Alexashire, PA 34316",Other,1990-05-08
910,Madison,George,(866)506-0898,george.madison@cub.edu,"80818 Burch Inlet Apt. 036, North Randyview, NY 77155",Female,1981-01-21
911,Curtis,Woods,+1-716-520-4900,woods.curtis@cub.edu,"03531 Martinez Ford, South Gregory, IA 90439",Female,1971-10-09
912,Kurt,Martinez,001-920-481-3024,martinez.kurt@cub.edu,"181 Rodney Course Suite 417, Lewisfort, NV 48160",Female,1992-08-05
913,Jeffrey,Johnson,703.711.0805,johnson.jeffrey@cub.edu,"209 Acevedo Hill Suite 907, West Patricia, MA 16406",Male,1981-03-01
914,Beth,Hardy,386-742-1294,hardy.beth@cub.edu,"17217 Joshua Courts, Smithhaven, CO 06333",Female,1975-05-11
915,Tyler,Lewis,670.655.5024,lewis.tyler@cub.edu,"47010 Thomas River, Davidport, WI 31418",Other,1994-09-09
916,Tony,Anderson,7893753461,anderson.tony@cub.edu,"1957 Sandoval Manors Apt. 240, Evanston, TX 81776",Male,1979-02-12
917,Margaret,Smith,+1-253-757-2424,smith.margaret@cub.edu,"2667 Robert Motorway, Reedmouth, MP 21062",Male,1969-11-04
918,Aaron,Stark,887.734.8075,stark.aaron@cub.edu,"5071 Castro Spur Suite 517, Allenville, KS 49075",Male,1976-02-06
919,Brandon,Marquez,+1-553-218-0990,marquez.brandon@cub.edu,"PSC 6008, Box 2219, APO AA 64234",Male,1988-02-29
920,Joshua,Marshall,224.276.5279,marshall.joshua@cub.edu,"7640 Fisher Hill Apt. 112, West Jorge, DE 84082",Male,1972-05-10
921,Bethany,Nelson,(747)949-9970,nelson.bethany@cub.edu,"3341 Stokes Stream Apt. 860, Lake Jesse, ME 81186",Other,1984-08-02
922,Mary,Harding,772-516-4167,harding.mary@cub.edu,"90673 Carney Circles Suite 954, New Kevinfort, IN 02124",Other,1981-06-18
923,Brenda,Fisher,342-332-6265,fisher.brenda@cub.edu,"506 Roberts Lane, Lake Rachel, MH 37947",Other,1983-06-01
924,Elizabeth,Watson,436.831.5761,watson.elizabeth@cub.edu,"93301 Holder Mountain, Lanestad, WY 96596",Male,1997-03-28
925,Andrew,Watson,001-836-576-6884,watson.andrew@cub.edu,"7139 Marsh Crescent Apt. 526, Garciaburgh, AK 44768",Male,1983-02-17
926,Elizabeth,Wade,701-548-0215,wade.elizabeth@cub.edu,"3029 Jennifer Green, Mcclureland, AK 64809",Other,1984-05-07
927,Lisa,Ramirez,001-626-688-3355,ramirez.lisa@cub.edu,"9486 Howard Drive, Booneport, DE 40506",Other,1995-07-18
928,Andrea,Gilmore,435.544.2151,gilmore.andrea@cub.edu,"087 Ashley Manor, Barrerashire, AZ 75387",Female,1994-07-20
929,Willie,Clark,377.872.1688,clark.willie@cub.edu,"457 John Greens Apt. 535, New Noahport, NM 84592",Male,1978-03-26
930,Sandra,Lee,(956)307-5178,lee.sandra@cub.edu,"117 Patterson Throughway Apt. 603, East Jenniferport, WI 36290",Male,1991-07-13
931,Dale,Obrien,(534)576-2326,obrien.dale@cub.edu,"7120 Deborah Curve, South Jessicaberg, WV 17533",Female,1969-05-21
932,Cody,Day,(512)844-5222,day.cody@cub.edu,"897 George Unions, Rosston, WV 39745",Other,1968-04-29
933,Denise,Rodriguez,+1-726-897-2296,rodriguez.denise@cub.edu,"271 Anderson Key Suite 906, Jillville, PA 36442",Male,1992-11-20
934,Christopher,Dillon,001-924-789-3662,dillon.christopher@cub.edu,"8970 Sandra Valleys, Snydermouth, RI 80141",Female,1980-03-14
935,Keith,Jones,001-621-444-8205,jones.keith@cub.edu,"332 Kirsten Wall, North Amber, GU 18052",Other,1977-02-23
936,Nathan,Meadows,+1-469-400-6880,meadows.nathan@cub.edu,"4880 Kline Walks, North Justinland, FL 10084",Other,1972-12-01
937,Christina,Gray,779.257.1833,gray.christina@cub.edu,"033 Holden Ville Apt. 299, Alexanderberg, AL 12724",Other,1995-04-06
938,Michael,Cobb,204-256-9294,cobb.michael@cub.edu,"523 Cole Mountain, Harrisshire, NY 00779",Other,1966-06-05
939,Edward,Miller,+1-895-835-2023,miller.edward@cub.edu,"PSC 5204, Box 3415, APO AE 75298",Male,1985-05-13
940,Mercedes,Howe,001-813-261-7495,howe.mercedes@cub.edu,"170 Jennifer Hills Apt. 403, West Stephanie, MA 16035",Other,1983-11-23
941,Lisa,Pittman,+1-801-636-3322,pittman.lisa@cub.edu,"88587 Emma Loaf, East William, PR 75246",Other,1989-04-04
942,Alexis,Bernard,(544)694-4573,bernard.alexis@cub.edu,"77673 Pamela Pines Apt. 069, Tatefurt, PW 10842",Female,1988-04-07
943,Christopher,Meyer,(648)333-0241,meyer.christopher@cub.edu,"Unit 2810 Box 4768, DPO AP 99395",Other,1984-05-26
944,Lisa,Davis,001-206-480-6713,davis.lisa@cub.edu,"0684 Lucas Lights, Catherineburgh, HI 35824",Male,1964-02-15
945,Kristy,Guzman,(696)329-8504,guzman.kristy@cub.edu,"607 Angel Tunnel Suite 153, Carlafort, UT 85016",Male,1980-12-08
946,William,Garcia,902.704.9775,garcia.william@cub.edu,"491 Holly Mews, West Bethany, VA 17203",Male,1995-12-07
947,Javier,Martin,326.489.5613,martin.javier@cub.edu,"2934 Lewis Branch, Stokesmouth, FM 54084",Female,1982-11-02
948,Wayne,Thomas,001-884-953-3084,thomas.wayne@cub.edu,"778 Kyle Garden, East Johnport, WA 26150",Male,1968-01-05
949,Heather,Sanchez,909.603.8367,sanchez.heather@cub.edu,"02128 Dorothy Port Apt. 434, Deanborough, VA 89547",Female,1971-06-09
950,Nancy,Stewart,001-223-611-5303,stewart.nancy@cub.edu,"271 Zimmerman Light, East Jessica, NE 89107",Female,1974-08-20
951,Thomas,Chang,001-266-514-9386,chang.thomas@cub.edu,"87276 Peterson Hollow, New Mitchellport, RI 27475",Female,1996-07-05
952,Amanda,Hernandez,578.552.9398,hernandez.amanda@cub.edu,"037 Carroll Unions, West Karen, ND 84508",Male,1978-12-09
953,Christine,Yang,6782082711,yang.christine@cub.edu,"86950 Lisa Vista, North Ashley, VI 27568",Male,1966-01-04
954,Brittany,Lin,609-248-4896,lin.brittany@cub.edu,"60743 Anderson Common Suite 018, Frankborough, OR 44228",Other,1981-05-02
955,Marcus,Goodman,406.966.8651,goodman.marcus@cub.edu,"275 Ryan Way Apt. 475, Angelamouth, GA 23063",Other,1976-04-03
956,Krystal,Steele,452-360-5493,steele.krystal@cub.edu,"322 Davis Mountain, Andreaburgh, DE 37746",Male,1971-09-20
957,Nancy,Shannon,+1-922-263-3476,shannon.nancy@cub.edu,"66754 Larson Row, Andersonstad, MT 33517",Male,1987-10-05
958,Nathan,Zimmerman,781.212.2886,zimmerman.nathan@cub.edu,"3783 Shannon Via, Acevedoland, GA 65146",Other,1970-12-28
959,Richard,Rogers,911-871-3032,rogers.richard@cub.edu,"75836 Mendez Meadows, Jenniferfort, WY 02411",Other,1964-04-16
960,Nicole,Herrera,637.470.4885,herrera.nicole@cub.edu,"051 George Station Suite 594, Port Carolport, TN 34493",Male,1970-06-07
961,Michael,Jennings,+1-467-672-5979,jennings.michael@cub.edu,"42357 Daniel Trail Apt. 509, Lake Richard, GU 86607",Female,1982-05-11
962,Brittany,Wright,001-969-496-1101,wright.brittany@cub.edu,"55827 Amy Burgs Suite 371, West Jacquelineborough, CA 29801",Female,1984-09-14
963,Robert,Davenport,8132544964,davenport.robert@cub.edu,"9862 Madison Parkway Apt. 272, Morganshire, AL 33861",Male,1983-06-18
964,Natalie,Adams,+1-491-455-2894,adams.natalie@cub.edu,"634 Thomas Terrace Apt. 450, New Megan, MH 15860",Male,1988-08-29
965,Jeffrey,Hayden,473-962-6916,hayden.jeffrey@cub.edu,"708 Watts Square, South Nancy, NY 83696",Male,1993-01-05
966,Kelly,Long,+1-526-524-3553,long.kelly@cub.edu,"155 David Radial, Samanthaburgh, AK 13841",Female,1982-08-08
967,Jason,Townsend,(747)665-5932,townsend.jason@cub.edu,"7736 Jonathan Springs, North Jason, ID 40122",Male,1975-03-06
968,Ian,Bush,+1-434-473-3636,bush.ian@cub.edu,"USS Smith, FPO AA 12383",Female,1973-11-05
969,Christopher,Dennis,(656)785-1333,dennis.christopher@cub.edu,"83683 Susan Way, Michaelbury, SD 52581",Other,1965-07-24
970,Lisa,Ryan,314.777.2992,ryan.lisa@cub.edu,"PSC 6454, Box 3868, APO AA 91207",Male,1994-11-16
971,Kimberly,Perez,001-422-493-7607,perez.kimberly@cub.edu,"94588 Thomas Expressway Suite 307, Griffithchester, IL 49113",Male,1982-02-19
972,Paige,Smith,843.566.0997,smith.paige@cub.edu,"4588 Tonya Vista Apt. 369, East Debrashire, MS 59828",Female,1987-02-12
973,Jeremy,Jones,(476)648-3480,jones.jeremy@cub.edu,"0695 Hoffman Meadows, Reyesburgh, AS 89789",Male,1978-03-24
974,Lance,Jones,(267)523-6186,jones.lance@cub.edu,"4664 Jessica Road Apt. 426, East Stephanie, NE 95821",Male,1997-05-06
975,Sheila,Gonzalez,001-932-752-7796,gonzalez.sheila@cub.edu,"231 Turner Parkway, South Brenda, AZ 53887",Other,1981-06-21
976,Sarah,Garcia,001-398-611-9808,garcia.sarah@cub.edu,"Unit 4995 Box 1784, DPO AE 96820",Male,1995-08-10
977,Anthony,Taylor,2698645087,taylor.anthony@cub.edu,"389 Anna Point, West James, MT 35768",Male,1975-05-16
978,Jamie,Lee,879-928-5375,lee.jamie@cub.edu,"Unit 0823 Box 1063, DPO AE 47869",Female,1977-08-22
979,Sarah,Smith,+1-731-374-9121,smith.sarah@cub.edu,"771 Floyd Trail Suite 489, South Ronald, VA 57174",Female,1965-05-17
980,Teresa,Haley,+1-278-684-7495,haley.teresa@cub.edu,"2911 Wagner Skyway Suite 198, Smithfurt, AK 84513",Other,1968-07-04
981,Kaylee,Chapman,001-466-682-1270,chapman.kaylee@cub.edu,"0366 Collins Overpass, Samanthastad, ND 01047",Female,1973-01-05
982,Jerome,Hickman,926-791-3763,hickman.jerome@cub.edu,"029 Hall Bridge Suite 704, Huntermouth, CA 01583",Male,1981-04-23
983,Richard,Jones,2998405282,jones.richard@cub.edu,"1029 Francis Keys, North Jenniferland, VA 83002",Other,1991-11-04
984,Julian,Foster,+1-972-325-6262,foster.julian@cub.edu,"24475 Miller Station Apt. 249, Powelltown, VT 74476",Female,1980-01-15
985,Martin,Smith,(986)742-7326,smith.martin@cub.edu,"3057 Michael Lights, West Randallburgh, IL 70191",Female,1976-10-31
986,Trevor,Moore,279-732-6002,moore.trevor@cub.edu,"8329 Allen Garden, Port Natashashire, CO 55468",Male,1982-03-01
987,Carrie,Terry,(780)483-3564,terry.carrie@cub.edu,"398 Jimmy Summit, Turnerstad, MP 83161",Male,1975-03-08
988,Carolyn,Mayer,377.767.3283,mayer.carolyn@cub.edu,"08597 Bryant Gardens Suite 907, West Kirstenshire, IA 51900",Other,1988-04-18
989,Heather,Blair,747.327.1297,blair.heather@cub.edu,"820 Anderson Isle Apt. 739, Baileyside, MN 60922",Male,1993-07-23
990,Debra,Campos,666.487.4914,campos.debra@cub.edu,"96825 Collins Extensions Suite 070, Andreafurt, TN 21723",Male,1979-05-31
991,Ryan,Wright,001-657-719-7378,wright.ryan@cub.edu,"4608 Grant Ford, Lake Davidburgh, ME 82627",Female,1990-04-19
992,Mary,Benton,221-423-1317,benton.mary@cub.edu,"2377 Becky Tunnel Suite 791, Johnport, TN 47390",Female,1990-01-09
993,Danielle,Stevenson,812-902-1236,stevenson.danielle@cub.edu,"284 Reid Unions Suite 774, Barnesbury, PR 22404",Male,1970-07-19
994,Kyle,Smith,(721)464-5807,smith.kyle@cub.edu,"78864 Lee Avenue Apt. 222, West Danielmouth, ND 15399",Other,1986-04-25
995,Sandy,Olson,(802)441-1891,olson.sandy@cub.edu,"8779 Walker Club, South Shawn, ND 86251",Other,1993-03-04
996,Isaiah,Henson,001-391-461-3023,henson.isaiah@cub.edu,"36060 Meredith Cape, Ortizside, CT 74168",Female,1993-09-29
997,Steven,Weber,6908656811,weber.steven@cub.edu,"919 Maria Canyon Suite 205, New Annaton, WA 66796",Male,1973-07-25
998,Samuel,Glover,309-991-6682,glover.samuel@cub.edu,"15217 Evans Bypass, Garciaport, AL 43208",Male,1991-07-04
999,Nathaniel,Mitchell,468-227-1550,mitchell.nathaniel@cub.edu,"539 Kevin Roads Suite 664, West Sonia, TN 87122",Female,1986-11-09
1000,Steven,Richardson,934-670-9495,richardson.steven@cub.edu,"USNV Rodriguez, FPO AP 14253",Female,1985-04-08
